"Name","Win Place","Kill Place","Kills","Bot Kills","Kill Streaks","Headshot Kills","Damage Dealt","Assists","Knocks","Heals","Boosts","Death Type","Revives","Team Kills","Longest Kill","Weapons Acquired","Time Survived","Distance Traveled ","Walk Distance ","Ride Distance ","Swim Distance ","Team Name"
"PiercingShoot","12","20","2","0","1","0","294.80496","2","3","4","3","byplayer","0","0","107.103874","8","509","282.66492","282.66492","-","-","12-PiercingShoot-Arroj4do-Thiiagoxavier"
"Arroj4do","12","12","3","0","1","0","240.85022","2","1","1","3","byplayer","1","0","32.402733","7","485","144.86923","144.86923","-","-","12-PiercingShoot-Arroj4do-Thiiagoxavier"
"Thiiagoxavier","12","57","0","0","0","0","78.195","1","0","0","2","byplayer","0","0","-","5","509","178.84631","178.84631","-","-","12-PiercingShoot-Arroj4do-Thiiagoxavier"
"TEXAS3006","13","61","0","0","0","0","0","0","0","1","1","byplayer","0","0","-","3","378","423.75925","423.75925","-","-","13-TEXAS3006-AnDreviZ-Buscopancoli-GALO_13"
"AnDreviZ","13","59","0","0","0","0","100","0","1","0","0","byplayer","1","0","-","7","378","383.2455","383.2455","-","-","13-TEXAS3006-AnDreviZ-Buscopancoli-GALO_13"
"Buscopancoli","13","58","0","0","0","0","18.9","0","0","0","0","byplayer","0","0","-","3","378","440.15582","440.15582","-","-","13-TEXAS3006-AnDreviZ-Buscopancoli-GALO_13"
"GALO_13","13","60","0","0","0","0","71.78626","0","0","2","0","byplayer","0","0","-","5","378","441.5993","441.5993","-","-","13-TEXAS3006-AnDreviZ-Buscopancoli-GALO_13"
"Santi_1z1","14","21","2","0","1","0","275","0","2","0","0","byplayer","0","0","57.943005","5","357","559.6007","559.6007","-","-","14-Santi_1z1-PrOziN11-Asturling-Rreis90"
"Asturling","14","62","0","0","0","0","0","0","0","0","0","byplayer","0","0","-","2","295","222.02252","222.02252","-","-","14-Santi_1z1-PrOziN11-Asturling-Rreis90"
"Tonreb","16","65","0","0","0","0","24","0","0","0","2","byplayer","1","0","-","6","311","401.41306","401.41306","-","-","16-Tonreb-Speed7zin-TAVIN9-JefeKacy"
"Speed7zin","16","64","0","0","0","0","94.182","0","0","2","2","byplayer","0","0","-","3","356","553.5813","553.5813","-","-","16-Tonreb-Speed7zin-TAVIN9-JefeKacy"
"TAVIN9","16","66","0","0","0","0","0","0","0","1","2","byplayer","0","0","-","5","293","437.67712","437.67712","-","-","16-Tonreb-Speed7zin-TAVIN9-JefeKacy"
"JefeKacy","16","63","0","0","0","0","192","0","2","0","0","byplayer","0","0","-","5","356","561.45575","561.45575","-","-","16-Tonreb-Speed7zin-TAVIN9-JefeKacy"
"kaique-_-157","17","28","1","1","1","0","175","0","1","1","0","byplayer","0","0","19.142803","6","331","1274.21253","484.40643","789.8061","-","20-LUKAZAO-ehsdudu-ULTIMO_FILOSOFO-kaique-_-157"
"ArutoFILHO","18","68","0","0","0","0","0","0","1","0","0","byplayer","0","0","-","0","136","31.034712","31.034712","-","-","18-ArutoFILHO-ArutoSafado-Branco-ZO17-Duduzote00"
"ArutoSafado","18","10","4","0","2","1","249.7613","0","2","0","0","byplayer","0","0","24.67156","3","301","330.79968","330.79968","-","-","18-ArutoFILHO-ArutoSafado-Branco-ZO17-Duduzote00"
"Branco-ZO17","18","67","0","0","0","0","168.60571","1","1","0","2","byplayer","0","0","-","4","237","417.13632","417.13632","-","-","18-ArutoFILHO-ArutoSafado-Branco-ZO17-Duduzote00"
"Duduzote00","18","29","1","0","1","0","187.84001","1","0","0","0","byplayer","0","0","93.69096","3","242","1600.91846","210.67416","1390.2443","-","18-ArutoFILHO-ArutoSafado-Branco-ZO17-Duduzote00"
"Kati35","19","71","0","0","0","0","0","0","0","0","0","byplayer","0","0","-","3","229","142.50653","142.50653","-","-","19-Kati35-PARALAYSE-PRESIDIARI0-Sanntiiago"
"PRESIDIARI0","19","22","2","0","2","1","200","0","2","1","1","byplayer","0","0","36.548885","6","289","319.88492","319.88492","-","-","19-Kati35-PARALAYSE-PRESIDIARI0-Sanntiiago"
"Sanntiiago","19","69","0","0","0","0","0","0","0","1","1","byplayer","0","0","-","3","289","204.89998","204.89998","-","-","19-Kati35-PARALAYSE-PRESIDIARI0-Sanntiiago"
"Ovverkill","19","70","0","0","0","0","77.4","0","0","0","0","byplayer","0","0","-","7","248","502.24961","352.66074","149.58887","-","6-snowmjghg3-zWill_BR-Ovverkill"
"LUKAZAO","20","74","0","0","0","0","0","0","0","0","1","byplayer","0","0","-","1","222","131.94775","131.94775","-","-","20-LUKAZAO-ehsdudu-ULTIMO_FILOSOFO-kaique-_-157"
"ULTIMO_FILOSOFO","20","75","0","0","0","0","0","0","0","0","0","byplayer","0","0","-","3","166","83.1937","83.1937","-","-","20-LUKAZAO-ehsdudu-ULTIMO_FILOSOFO-kaique-_-157"
"Biquira","20","73","0","0","0","0","79.38","0","0","0","0","byplayer","0","0","-","2","231","142.84055","142.84055","-","-","26-Horeak-Biquira-Tchampa-mateuss97"
"Tchampa","20","30","1","0","1","1","176.05206","0","1","0","0","byplayer","0","0","19.985872","3","231","57.39781","57.39781","-","-","26-Horeak-Biquira-Tchampa-mateuss97"
"mateuss97","20","72","0","0","0","0","0","0","0","0","0","byplayer","0","0","-","2","231","153.21524","153.21524","-","-","26-Horeak-Biquira-Tchampa-mateuss97"
"zWill_BR","21","77","0","0","0","0","0","0","0","0","0","byplayer","0","0","-","1","205","166.96793","166.96793","-","-","6-snowmjghg3-zWill_BR-Ovverkill"
"Rreis90","21","76","0","0","0","0","56.52912","0","0","0","0","byplayer","0","0","-","2","214","116.65932","116.65932","-","-","14-Santi_1z1-PrOziN11-Asturling-Rreis90"
"ehsdudu","22","79","0","0","0","0","78.329994","0","0","0","0","byplayer","0","0","-","2","171","79.9098","79.9098","-","-","20-LUKAZAO-ehsdudu-ULTIMO_FILOSOFO-kaique-_-157"
"ThalesB","22","78","0","0","0","0","77.98809","0","0","0","0","byplayer","0","0","-","4","187","169.69034","169.69034","-","-","22-ThalesB"
"Bl4z-_-","23","80","0","0","0","0","0","0","0","0","0","byplayer","0","0","-","1","121","80.310745","80.310745","-","-","23-Bl4z-_--sendou-"
"sendou-","23","23","2","0","1","1","100","0","1","0","0","byplayer","0","0","26.87176","2","172","197.07555","197.07555","-","-","23-Bl4z-_--sendou-"
"Fynnyshdang","24","81","0","0","0","0","0","0","0","0","0","byplayer","0","0","-","0","341","450.54446","450.54446","-","-","24-Fynnyshdang"
"cnatao","25","82","0","0","0","0","56.399998","0","0","0","0","byplayer","0","0","-","4","158","100.19503","100.19503","-","-","25-cnatao"
"PARALAYSE","26","83","0","0","0","0","0","0","0","0","0","byplayer","0","0","-","3","196","42.906506","42.906506","-","-","19-Kati35-PARALAYSE-PRESIDIARI0-Sanntiiago"
"xDougz3r4","26","85","0","0","0","0","0","0","0","0","0","byplayer","0","0","-","5","156","121.638245","121.638245","-","-","26-xDougz3r4-nikZ3R4-Blasead"
"nikZ3R4","26","31","1","0","1","0","212.03499","1","1","1","0","byplayer","0","0","13.058319","3","156","105.86355","105.86355","-","-","26-xDougz3r4-nikZ3R4-Blasead"
"Blasead","26","24","2","0","2","0","160.1","0","1","1","1","byplayer","0","0","17.696346","2","156","120.2312","120.2312","-","-","26-xDougz3r4-nikZ3R4-Blasead"
"Horeak","26","84","0","0","0","0","49.019","0","0","0","0","byplayer","0","0","-","3","178","48.569626","48.569626","-","-","26-Horeak-Biquira-Tchampa-mateuss97"
"RicherdSelvage","27","87","0","0","0","0","61.92","1","0","0","0","byplayer","0","0","-","1","80","14.669119","14.669119","-","-","27-RicherdSelvage-EBICAMARGO_-oHoBBs"
"EBICAMARGO_","27","86","0","0","0","0","13.211194","0","0","0","1","byplayer","0","0","-","2","146","91.77123","91.77123","-","-","27-RicherdSelvage-EBICAMARGO_-oHoBBs"
"oHoBBs","27","32","1","0","1","0","38.08","0","0","0","1","byplayer","0","0","3.553292","4","146","82.05787","82.05787","-","-","27-RicherdSelvage-EBICAMARGO_-oHoBBs"
"infinitQvQ","28","33","1","0","1","1","100","0","1","1","0","byplayer","0","0","11.869759","2","136","96.01391","96.01391","-","-","28-infinitQvQ"
"PrOziN11","28","88","0","0","0","0","83.66909","1","0","0","0","byplayer","0","0","-","1","131","63.958477","63.958477","-","-","14-Santi_1z1-PrOziN11-Asturling-Rreis90"
"TV_FRANCOSOLLE","29","91","0","0","0","0","0","0","0","0","0","byplayer","0","0","-","1","114","83.21694","83.21694","-","-","29-TV_FRANCOSOLLE-ivanFPS-Homer_rs"
"ivanFPS","29","90","0","0","0","0","21.6","0","0","0","0","byplayer","0","0","-","3","114","89.99767","89.99767","-","-","29-TV_FRANCOSOLLE-ivanFPS-Homer_rs"
"Homer_rs","29","89","0","0","0","0","0","0","0","0","0","byplayer","0","0","-","2","114","77.2818","77.2818","-","-","29-TV_FRANCOSOLLE-ivanFPS-Homer_rs"
"A-Fernandes","30","92","0","0","0","0","0","0","0","0","0","byplayer","0","0","-","1","107","64.36772","64.36772","-","-","30-A-Fernandes-Manyac0-PRaDInhIO"
"Manyac0","30","93","0","0","0","0","0","0","0","0","0","byplayer","0","0","-","1","107","32.00791","32.00791","-","-","30-A-Fernandes-Manyac0-PRaDInhIO"
"PRaDInhIO","30","94","0","0","0","0","140","0","1","0","0","byplayer","0","0","-","1","107","29.90099","29.90099","-","-","30-A-Fernandes-Manyac0-PRaDInhIO"
"m0uRaFps","31","95","0","0","0","0","0","0","0","0","0","byplayer","0","0","-","1","94","-","-","-","-","31-m0uRaFps"
"JohnRuanFPS","32","34","1","0","1","0","121.6","0","1","0","0","byplayer","0","0","10.988756","1","89","18.365253","18.365253","-","-","32-JohnRuanFPS"
"Vierra_93","33","99","0","0","0","0","0","0","0","0","0","byplayer","0","0","-","0","117","-","-","-","-","33-Vierra_93-AnhaiaoFsidE-G4RD7N"
"AnhaiaoFsidE","33","97","0","0","0","0","0","0","0","0","0","byplayer","0","0","-","0","215","-","-","-","-","33-Vierra_93-AnhaiaoFsidE-G4RD7N"
"G4RD7N","33","98","0","0","0","0","0","0","0","0","0","byplayer","0","0","-","0","120","-","-","-","-","33-Vierra_93-AnhaiaoFsidE-G4RD7N"
"shundajf","33","103","0","0","0","0","0","0","0","0","0","byplayer","0","0","-","1","79","21.39531","21.39531","-","-","33-shundajf-Matheusanchezz-KlasikMan-TWITCH_BAKI_0N"
"Matheusanchezz","33","101","0","0","0","0","0","0","0","0","0","byplayer","0","0","-","2","88","9.17997","9.17997","-","-","33-shundajf-Matheusanchezz-KlasikMan-TWITCH_BAKI_0N"
"KlasikMan","33","100","0","0","0","0","24","0","0","0","0","byplayer","0","0","-","2","88","23.753174","23.753174","-","-","33-shundajf-Matheusanchezz-KlasikMan-TWITCH_BAKI_0N"
"TWITCH_BAKI_0N","33","102","0","0","0","0","60.255455","0","0","0","0","byplayer","0","0","-","2","88","57.54893","57.54893","-","-","33-shundajf-Matheusanchezz-KlasikMan-TWITCH_BAKI_0N"
"JuninQuebraxX","33","96","0","0","0","0","0","0","0","0","0","byplayer","0","0","-","0","357","-","-","-","-","33-JuninQuebraxX"
