"Name","Win Place","Kill Place","Kills","Bot Kills","Kill Streaks","Headshot Kills","Damage Dealt","Assists","Knocks","Heals","Boosts","Death Type","Revives","Team Kills","Longest Kill","Weapons Acquired","Time Survived","Distance Traveled ","Walk Distance ","Ride Distance ","Swim Distance ","Team Name"
"Perobinha","4","12","1","0","1","0","198.311","1","1","2","8","byplayer","0","0","462.1859","11","1392","1855.7808","1017.6622","838.1186","-","4-AdriMau-Perobande-Perobinha-xJMaRcox"
"xJMaRcox","4","13","1","0","1","0","117.90685","1","2","1","0","byplayer","1","0","9.530836","10","962","650.43756","650.43756","-","-","4-AdriMau-Perobande-Perobinha-xJMaRcox"
"PrivacKadall","5","22","0","0","0","0","108.53056","0","0","6","10","byplayer","0","0","-","8","1302","4137.6723","2047.4883","2090.184","-","5-PrivacKadall-Spawnsbg-nAsty--AnDreviZ"
"Spawnsbg","5","14","1","0","1","0","75.55591","0","1","1","8","byplayer","1","0","14.682976","13","1338","2809.4172","1084.7402","1724.677","-","5-PrivacKadall-Spawnsbg-nAsty--AnDreviZ"
"nAsty-","5","20","0","0","0","0","360.0363","1","1","1","9","byplayer","0","0","-","9","1333","4181.6246","1161.3839","3020.2407","-","5-PrivacKadall-Spawnsbg-nAsty--AnDreviZ"
"AnDreviZ","5","21","0","0","0","0","33.6","0","0","1","3","byplayer","1","0","-","9","1304","4048.1469","598.4526","3449.6943","-","5-PrivacKadall-Spawnsbg-nAsty--AnDreviZ"
"XxWarlockLFxX","6","24","0","0","0","0","51.94867","0","0","4","7","byplayer","0","0","-","7","1297","4827.077","2085.762","2741.315","-","6-XxWarlockLFxX-S33NT7-TEXAS3006"
"S33NT7","6","23","0","0","0","0","13.460843","0","0","1","4","byplayer","0","0","-","13","1297","4933.08856","2174.2969","2685.8975","72.89416","6-XxWarlockLFxX-S33NT7-TEXAS3006"
"TEXAS3006","6","25","0","0","0","0","58.35547","0","0","0","7","byplayer","0","0","-","10","1188","4086.125963","1802.7383","2267.1248","16.262863","6-XxWarlockLFxX-S33NT7-TEXAS3006"
"Reczigel","7","27","0","0","0","0","0","0","1","1","5","suicide","0","0","-","10","1234","4472.6221","2236.0017","2236.6204","-","7-Reczigel-CAPIVARA-CALVA"
"CAPIVARA-CALVA","7","26","0","0","0","0","0","0","0","0","4","byplayer","0","0","-","9","1234","4907.7115","2677.6665","2230.045","-","7-Reczigel-CAPIVARA-CALVA"
"Ibuprofeno_800mg","8","29","0","0","0","0","100","0","1","2","2","byplayer","0","0","-","10","883","4301.6322","1159.9684","3141.6638","-","8-Ibuprofeno_800mg-MAGO12K-Ypnus-M4T4_BOI"
"MAGO12K","8","30","0","0","0","0","22.68","0","0","0","1","byplayer","0","0","-","7","880","3720.82524","456.40454","3264.4207","-","8-Ibuprofeno_800mg-MAGO12K-Ypnus-M4T4_BOI"
"Ypnus","8","15","1","0","1","0","94.746056","0","1","4","3","byplayer","0","0","0.8481503","6","974","4490.9729","833.7179","3657.255","-","8-Ibuprofeno_800mg-MAGO12K-Ypnus-M4T4_BOI"
"M4T4_BOI","8","28","0","0","0","0","50.729523","0","0","0","5","byplayer","0","0","-","8","902","3898.5826","780.1676","3118.415","-","8-Ibuprofeno_800mg-MAGO12K-Ypnus-M4T4_BOI"
